Ligand_ID,Mean_Affinity,Time
DB04689,-8.4,14.78264594
DB15579,-8.39,11.91142058
DB06543,-8.39,23.70385528
DB03476,-8.39,11.89585519
DB07700,-8.38,11.7139554
DB08073,-8.38,21.64544702
DB00434,-8.38,5.610758305
DB16221,-8.38,14.54756045
DB14989,-8.38,19.69575787
DB07940,-8.38,17.2175014
DB11995,-8.37,17.64868999
DB12388,-8.37,17.0606277
DB16073,-8.37,19.20708132
DB12371,-8.37,17.48259044
DB06732,-8.37,10.14660454
DB18245,-8.37,18.94137025
DB13931,-8.37,17.5772295
DB09048,-8.37,20.10569477
DB00966,-8.36,21.01666188
DB15345,-8.36,25.7605648
DB11870,-8.36,18.20489717
DB12764,-8.36,11.2031517
DB01988,-8.36,14.0938406
DB08708,-8.36,9.671122074
DB07141,-8.36,17.21136069
DB12659,-8.36,18.96207237
DB15356,-8.36,20.47396564
DB17560,-8.36,24.48547482
DB11481,-8.36,10.4692812
DB12414,-8.36,19.85938621
DB18115,-8.34,18.32127333
DB07229,-8.34,12.97074604
DB04739,-8.34,18.70581961
DB00471,-8.34,20.57272768
DB01177,-8.34,20.4711864
DB07519,-8.33,13.34881878
DB07145,-8.33,20.63132906
DB11769,-8.33,15.30426526
DB15401,-8.33,21.12053466
DB15308,-8.33,15.51526833
DB15493,-8.33,20.69433236
DB08349,-8.33,19.69664717
DB06240,-8.32,15.8708055
DB12198,-8.32,23.68976903
DB07247,-8.32,15.52776027
DB07856,-8.31,17.53261185
DB12669,-8.31,25.38074517
DB11952,-8.31,12.09912753
DB12635,-8.31,12.76118612
DB09304,-8.31,6.478520393
DB17832,-8.31,13.22735524
DB14946,-8.31,24.23848772
DB15133,-8.3,19.79107165
DB17709,-8.3,28.13031888
DB07586,-8.3,17.41215563
DB16294,-8.3,22.78956962
DB06395,-8.3,14.01964521
DB01251,-8.3,14.64393902
DB08656,-8.29,8.978369951
DB04875,-8.29,16.92728209
DB14882,-8.29,16.61857152
DB15254,-8.29,18.90095663
DB15914,-8.29,18.39728928
DB01274,-8.29,20.32372975
DB12323,-8.29,26.75536728
DB13005,-8.29,23.63243222
DB12523,-8.29,16.30884552
DB12185,-8.28,12.70429659
DB17035,-8.28,15.193326
DB12649,-8.28,20.56197762
DB14860,-8.28,20.87355876
DB16580,-8.28,13.50731206
DB07140,-8.27,16.10448837
DB08197,-8.27,19.73078132
DB12042,-8.27,24.65999556
DB12219,-8.27,22.05654097
DB16244,-8.27,15.86130881
DB16277,-8.27,17.36957765
DB03571,-8.27,11.63675117
DB01459,-8.27,19.77726364
DB02656,-8.27,10.60813975
DB11275,-8.26,27.10221958
DB11274,-8.26,17.02457309
DB06144,-8.26,16.38544083
DB16123,-8.26,12.35180664
DB00737,-8.26,13.20680475
DB11618,-8.26,26.1089592
DB13347,-8.26,10.25683832
DB17140,-8.24,15.33444285
DB16003,-8.24,16.14337015
DB13061,-8.24,15.75603795
DB12673,-8.24,15.13590455
DB01893,-8.24,23.87249088
DB12854,-8.24,17.31364107
DB18578,-8.24,21.44691586
DB12760,-8.23,17.76720691
DB11703,-8.23,17.71009421
DB12341,-8.23,15.86197615
DB07274,-8.23,12.11558914
DB16758,-8.23,20.49700212
DB17026,-8.22,11.02999663
DB07827,-8.22,11.49200058
DB07226,-8.22,14.09562945
DB07263,-8.22,18.71852827
DB13640,-8.22,9.304535627
DB07678,-8.22,12.8935101
DB06755,-8.22,13.24439764
DB07321,-8.22,17.61973214
DB13053,-8.22,15.97550941
DB11892,-8.22,20.10271811
DB12903,-8.22,15.03871822
DB13676,-8.21,15.51645303
DB04716,-8.21,11.74323869
DB12309,-8.21,23.09896898
DB12066,-8.21,11.81801367
DB04982,-8.21,10.88393283
DB11691,-8.21,22.46772099
DB07371,-8.21,15.68809772
DB08079,-8.21,15.28041577
DB07833,-8.21,16.08834624
DB13113,-8.2,19.1832068
DB04841,-8.2,13.12759161
DB12260,-8.2,18.68338537
DB01259,-8.2,25.2472198
DB00430,-8.2,25.34579158
DB04424,-8.2,22.00928998
DB07245,-8.2,13.72186255
DB08504,-8.2,16.08646536
DB07491,-8.2,11.38126135
DB07835,-8.2,18.80672884
DB08827,-8.2,25.01052952
DB07618,-8.19,16.03652549
DB16262,-8.19,15.18635154
DB18070,-8.19,10.66831446
DB06011,-8.19,19.28981709
DB12188,-8.19,10.22288489
DB00496,-8.18,22.43696046
DB15638,-8.18,13.58126879
