Ligand_ID,Mean_Affinity,Time
DB03712,-8.4,55.29624391
DB04724,-8.39,26.9378674
DB07063,-8.39,28.25940037
DB06922,-8.39,23.37634277
DB08911,-8.39,32.24819279
DB07528,-8.39,28.746315
DB17041,-8.39,20.81178737
DB14790,-8.39,29.77770233
DB14918,-8.39,33.10827041
DB07397,-8.39,31.62868428
DB16217,-8.39,21.11936092
DB15009,-8.38,25.47049856
DB16045,-8.38,30.64524913
DB00288,-8.38,47.29133034
DB02555,-8.38,28.96374631
DB17557,-8.38,21.83358598
DB08010,-8.38,21.8474524
DB07514,-8.38,25.24094152
DB17030,-8.38,23.41033316
DB18033,-8.38,17.01167822
DB06472,-8.38,31.64624596
DB04285,-8.38,32.62853646
DB03768,-8.38,55.74914813
DB12410,-8.37,25.62094498
DB15282,-8.37,23.57861614
DB04703,-8.37,32.20337033
DB03523,-8.37,36.82501101
DB03331,-8.37,67.86202097
DB06942,-8.37,27.39218068
DB15269,-8.37,33.46436882
DB17159,-8.37,23.00214553
DB01419,-8.36,33.02137876
DB15456,-8.36,27.04332423
DB14568,-8.36,36.86835885
DB15382,-8.36,41.16441417
DB15407,-8.36,28.52001929
DB15358,-8.36,28.48623681
DB16656,-8.36,15.88766265
DB04690,-8.36,19.51589131
DB03909,-8.36,32.20297122
DB12513,-8.36,20.90949917
DB11431,-8.36,24.17258859
DB12622,-8.36,14.10659313
DB04842,-8.36,26.83608174
DB13061,-8.36,25.02064371
DB07296,-8.36,22.84737349
DB16073,-8.34,30.73751092
DB14932,-8.34,35.09727788
DB14673,-8.34,28.16735125
DB17105,-8.34,23.99459147
DB16657,-8.34,26.1306262
DB18095,-8.34,24.82305312
DB00820,-8.34,50.28215766
DB02010,-8.34,19.3462491
DB08164,-8.34,23.26812935
DB11832,-8.34,29.27937365
DB11778,-8.34,32.0675149
DB12200,-8.34,27.63651371
DB06992,-8.34,28.93645787
DB06345,-8.34,23.55932879
DB06634,-8.34,34.15130997
DB02354,-8.33,23.3342433
DB07917,-8.33,18.3596375
DB00496,-8.33,55.54200792
DB04750,-8.33,20.65797973
DB06469,-8.33,29.76034641
DB11878,-8.33,26.38683343
DB11847,-8.33,35.36882496
DB06212,-8.33,29.69129753
DB11256,-8.33,29.88017488
DB14982,-8.33,27.2168386
DB16891,-8.33,17.87763762
DB18051,-8.33,19.22774482
DB14914,-8.32,20.13573718
DB18088,-8.32,24.07447219
DB04607,-8.32,27.10109973
DB00966,-8.32,58.70704436
DB03571,-8.32,65.67145395
DB08707,-8.32,19.14081478
DB06178,-8.32,37.0886817
DB12070,-8.32,30.28796315
